6 1
5/14/2024 5:04 PM
Wavelength (nm)	10mm Absorbance
335.0	1.792
335.5	1.779
336.0	1.765
336.5	1.752
337.0	1.737
337.5	1.714
338.0	1.701
338.5	1.691
339.0	1.680
339.5	1.670
340.0	1.656
340.5	1.645
341.0	1.633
341.5	1.620
342.0	1.600
342.5	1.574
343.0	1.567
343.5	1.557
344.0	1.544
344.5	1.534
345.0	1.526
345.5	1.515
346.0	1.507
346.5	1.497
347.0	1.483
347.5	1.468
348.0	1.453
348.5	1.430
349.0	1.412
349.5	1.402
350.0	1.393
350.5	1.384
351.0	1.381
351.5	1.374
352.0	1.366
352.5	1.352
353.0	1.335
353.5	1.320
354.0	1.307
354.5	1.298
355.0	1.291
355.5	1.281
356.0	1.271
356.5	1.260
357.0	1.252
357.5	1.242
358.0	1.237
358.5	1.229
359.0	1.218
359.5	1.208
360.0	1.199
360.5	1.187
361.0	1.173
361.5	1.165
362.0	1.159
362.5	1.156
363.0	1.145
363.5	1.134
364.0	1.125
364.5	1.115
365.0	1.107
365.5	1.096
366.0	1.085
366.5	1.080
367.0	1.076
367.5	1.068
368.0	1.055
368.5	1.046
369.0	1.039
369.5	1.039
370.0	1.034
370.5	1.030
371.0	1.023
371.5	1.016
372.0	1.010
372.5	1.004
373.0	0.996
373.5	0.991
374.0	0.986
374.5	0.983
375.0	0.973
375.5	0.968
376.0	0.965
376.5	0.958
377.0	0.955
377.5	0.946
378.0	0.943
378.5	0.938
379.0	0.929
379.5	0.915
380.0	0.900
380.5	0.890
381.0	0.888
381.5	0.885
382.0	0.881
382.5	0.877
383.0	0.880
383.5	0.877
384.0	0.871
384.5	0.863
385.0	0.853
385.5	0.852
386.0	0.854
386.5	0.855
387.0	0.851
387.5	0.846
388.0	0.841
388.5	0.837
389.0	0.830
389.5	0.825
390.0	0.821
390.5	0.819
391.0	0.819
391.5	0.817
392.0	0.810
392.5	0.804
393.0	0.805
393.5	0.802
394.0	0.796
394.5	0.792
395.0	0.787
395.5	0.779
396.0	0.779
396.5	0.778
397.0	0.772
397.5	0.770
398.0	0.772
398.5	0.770
399.0	0.766
399.5	0.762
400.0	0.756
400.5	0.749
401.0	0.750
401.5	0.752
402.0	0.746
402.5	0.742
403.0	0.738
403.5	0.737
404.0	0.734
404.5	0.729
405.0	0.726
405.5	0.721
406.0	0.720
406.5	0.722
407.0	0.722
407.5	0.721
408.0	0.717
408.5	0.713
409.0	0.710
409.5	0.705
410.0	0.699
410.5	0.691
411.0	0.685
411.5	0.682
412.0	0.687
412.5	0.690
413.0	0.689
413.5	0.688
414.0	0.689
414.5	0.690
415.0	0.681
415.5	0.677
416.0	0.677
416.5	0.681
417.0	0.684
417.5	0.683
418.0	0.680
418.5	0.679
419.0	0.676
419.5	0.674
420.0	0.667
420.5	0.664
421.0	0.662
421.5	0.659
422.0	0.655
422.5	0.652
423.0	0.650
423.5	0.650
424.0	0.649
424.5	0.650
425.0	0.652
425.5	0.650
426.0	0.646
426.5	0.640
427.0	0.634
427.5	0.632
428.0	0.630
428.5	0.626
429.0	0.626
429.5	0.626
430.0	0.626
430.5	0.624
431.0	0.625
431.5	0.626
432.0	0.625
432.5	0.629
433.0	0.629
433.5	0.624
434.0	0.621
434.5	0.619
435.0	0.612
435.5	0.608
436.0	0.608
436.5	0.607
437.0	0.608
437.5	0.609
438.0	0.604
438.5	0.599
439.0	0.598
439.5	0.601
440.0	0.599
440.5	0.598
441.0	0.602
441.5	0.603
442.0	0.606
442.5	0.606
443.0	0.603
443.5	0.602
444.0	0.604
444.5	0.604
445.0	0.602
445.5	0.601
446.0	0.603
446.5	0.602
447.0	0.601
447.5	0.598
448.0	0.590
448.5	0.587
449.0	0.580
449.5	0.571
450.0	0.569
450.5	0.565
451.0	0.565
451.5	0.565
452.0	0.566
452.5	0.566
453.0	0.565
453.5	0.569
454.0	0.568
454.5	0.568
455.0	0.573
455.5	0.572
456.0	0.577
456.5	0.576
457.0	0.574
457.5	0.572
458.0	0.568
458.5	0.564
459.0	0.559
459.5	0.557
460.0	0.559
460.5	0.562
461.0	0.564
461.5	0.562
462.0	0.560
462.5	0.563
463.0	0.559
463.5	0.554
464.0	0.549
464.5	0.545
465.0	0.548
465.5	0.555
466.0	0.554
466.5	0.553
467.0	0.554
467.5	0.558
468.0	0.555
468.5	0.551
469.0	0.550
469.5	0.546
470.0	0.549
470.5	0.552
471.0	0.550
471.5	0.550
472.0	0.551
472.5	0.551
473.0	0.550
473.5	0.549
474.0	0.548
474.5	0.545
475.0	0.542
475.5	0.535
476.0	0.531
476.5	0.532
477.0	0.537
477.5	0.538
478.0	0.538
478.5	0.537
479.0	0.537
479.5	0.538
480.0	0.540
480.5	0.535
481.0	0.528
481.5	0.528
482.0	0.527
482.5	0.525
483.0	0.521
483.5	0.522
484.0	0.525
484.5	0.527
485.0	0.531
485.5	0.529
486.0	0.526
486.5	0.527
487.0	0.523
487.5	0.518
488.0	0.519
488.5	0.520
489.0	0.517
489.5	0.513
490.0	0.512
490.5	0.516
491.0	0.519
491.5	0.522
492.0	0.521
492.5	0.518
493.0	0.520
493.5	0.517
494.0	0.516
494.5	0.514
495.0	0.506
495.5	0.504
496.0	0.501
496.5	0.498
497.0	0.500
497.5	0.497
498.0	0.502
498.5	0.507
499.0	0.513
499.5	0.515
500.0	0.511
500.5	0.514
501.0	0.515
501.5	0.511
502.0	0.513
502.5	0.505
503.0	0.504
503.5	0.505
504.0	0.510
504.5	0.510
505.0	0.513
505.5	0.520
506.0	0.522
506.5	0.519
507.0	0.520
507.5	0.512
508.0	0.511
508.5	0.514
509.0	0.515
509.5	0.509
510.0	0.508
510.5	0.504
511.0	0.502
511.5	0.496
512.0	0.499
512.5	0.501
513.0	0.507
513.5	0.514
514.0	0.514
514.5	0.508
515.0	0.508
515.5	0.501
516.0	0.496
516.5	0.495
517.0	0.497
517.5	0.499
518.0	0.500
518.5	0.499
519.0	0.492
519.5	0.486
520.0	0.489
520.5	0.487
521.0	0.485
521.5	0.486
522.0	0.490
522.5	0.494
523.0	0.493
523.5	0.493
524.0	0.493
524.5	0.494
525.0	0.497
525.5	0.496
526.0	0.496
526.5	0.493
527.0	0.493
527.5	0.496
528.0	0.497
528.5	0.500
529.0	0.498
529.5	0.496
530.0	0.495
530.5	0.497
531.0	0.497
531.5	0.499
532.0	0.498
532.5	0.500
533.0	0.496
533.5	0.497
534.0	0.491
534.5	0.490
535.0	0.489
535.5	0.490
536.0	0.488
536.5	0.487
537.0	0.491
537.5	0.490
538.0	0.485
538.5	0.484
539.0	0.484
539.5	0.484
540.0	0.488
540.5	0.495
541.0	0.501
541.5	0.509
542.0	0.517
542.5	0.513
543.0	0.507
543.5	0.503
544.0	0.497
544.5	0.490
545.0	0.492
545.5	0.493
546.0	0.490
546.5	0.489
547.0	0.487
547.5	0.482
548.0	0.479
548.5	0.481
549.0	0.485
549.5	0.484
550.0	0.484
550.5	0.483
551.0	0.477
551.5	0.479
552.0	0.481
552.5	0.481
553.0	0.477
553.5	0.478
554.0	0.478
554.5	0.468
555.0	0.460
555.5	0.455
556.0	0.453
556.5	0.462
557.0	0.470
557.5	0.476
558.0	0.479
558.5	0.484
559.0	0.485
559.5	0.481
560.0	0.477
560.5	0.477
561.0	0.474
561.5	0.480
562.0	0.486
562.5	0.489
563.0	0.488
563.5	0.486
564.0	0.484
564.5	0.488
565.0	0.490
565.5	0.490
566.0	0.483
566.5	0.481
567.0	0.483
567.5	0.480
568.0	0.478
568.5	0.475
569.0	0.476
569.5	0.481
570.0	0.482
570.5	0.481
571.0	0.475
571.5	0.472
572.0	0.467
572.5	0.459
573.0	0.456
573.5	0.456
574.0	0.458
574.5	0.458
575.0	0.463
575.5	0.465
576.0	0.464
576.5	0.462
577.0	0.457
577.5	0.455
578.0	0.456
578.5	0.460
579.0	0.465
579.5	0.469
580.0	0.477
580.5	0.481
581.0	0.481
581.5	0.477
582.0	0.471
582.5	0.466
583.0	0.463
583.5	0.460
584.0	0.459
584.5	0.459
585.0	0.462
585.5	0.467
586.0	0.468
586.5	0.471
587.0	0.471
587.5	0.468
588.0	0.465
588.5	0.467
589.0	0.463
589.5	0.464
590.0	0.468
590.5	0.468
591.0	0.473
591.5	0.480
592.0	0.483
592.5	0.477
593.0	0.475
593.5	0.477
594.0	0.470
594.5	0.464
595.0	0.462
595.5	0.457
596.0	0.461
596.5	0.463
597.0	0.466
597.5	0.463
598.0	0.468
598.5	0.469
599.0	0.465
599.5	0.461
600.0	0.455
600.5	0.450
601.0	0.450
601.5	0.446
602.0	0.445
602.5	0.447
603.0	0.453
603.5	0.456
604.0	0.460
604.5	0.465
605.0	0.468
605.5	0.470
606.0	0.470
606.5	0.468
607.0	0.467
607.5	0.474
608.0	0.478
608.5	0.476
609.0	0.474
609.5	0.470
610.0	0.465
610.5	0.461
611.0	0.458
611.5	0.458
612.0	0.460
612.5	0.464
613.0	0.463
613.5	0.460
614.0	0.460
614.5	0.454
615.0	0.456
615.5	0.460
616.0	0.462
616.5	0.463
617.0	0.464
617.5	0.464
618.0	0.460
618.5	0.456
619.0	0.451
619.5	0.450
620.0	0.459
620.5	0.466
621.0	0.464
621.5	0.466
622.0	0.472
622.5	0.466
623.0	0.458
623.5	0.450
624.0	0.438
624.5	0.440
625.0	0.448
625.5	0.459
626.0	0.466
626.5	0.473
627.0	0.479
627.5	0.470
628.0	0.464
628.5	0.456
629.0	0.450
629.5	0.450
630.0	0.450
630.5	0.453
631.0	0.453
631.5	0.450
632.0	0.444
632.5	0.437
633.0	0.433
633.5	0.429
634.0	0.438
634.5	0.445
635.0	0.452
635.5	0.460
636.0	0.470
636.5	0.468
637.0	0.461
637.5	0.453
638.0	0.445
638.5	0.435
639.0	0.435
639.5	0.433
640.0	0.432
640.5	0.434
641.0	0.441
641.5	0.435
642.0	0.429
642.5	0.422
643.0	0.421
643.5	0.424
644.0	0.430
644.5	0.437
645.0	0.443
645.5	0.445
646.0	0.449
646.5	0.450
647.0	0.445
647.5	0.444
648.0	0.446
648.5	0.453
649.0	0.456
649.5	0.457
650.0	0.461
650.5	0.455
651.0	0.442
651.5	0.435
652.0	0.422
652.5	0.408
653.0	0.401
653.5	0.400
654.0	0.402
654.5	0.406
655.0	0.418
655.5	0.428
656.0	0.429
656.5	0.437
657.0	0.443
657.5	0.449
658.0	0.462
658.5	0.466
659.0	0.467
659.5	0.457
660.0	0.451
660.5	0.447
661.0	0.436
661.5	0.427
662.0	0.424
662.5	0.428
663.0	0.434
663.5	0.437
664.0	0.438
664.5	0.439
665.0	0.439
665.5	0.440
666.0	0.439
666.5	0.439
667.0	0.440
667.5	0.441
668.0	0.440
668.5	0.440
669.0	0.437
669.5	0.437
670.0	0.433
670.5	0.426
671.0	0.426
671.5	0.428
672.0	0.423
672.5	0.418
673.0	0.416
673.5	0.417
674.0	0.420
674.5	0.426
675.0	0.437
675.5	0.441
676.0	0.445
676.5	0.447
677.0	0.444
677.5	0.439
678.0	0.434
678.5	0.433
679.0	0.440
679.5	0.446
680.0	0.454
680.5	0.445
681.0	0.435
681.5	0.431
682.0	0.429
682.5	0.425
683.0	0.424
683.5	0.433
684.0	0.452
684.5	0.466
685.0	0.476
685.5	0.475
686.0	0.472
686.5	0.459
687.0	0.453
687.5	0.448
688.0	0.443
688.5	0.445
689.0	0.445
689.5	0.449
690.0	0.450
690.5	0.453
691.0	0.446
691.5	0.437
692.0	0.428
692.5	0.414
693.0	0.408
693.5	0.411
694.0	0.418
694.5	0.425
695.0	0.437
695.5	0.446
696.0	0.453
696.5	0.460
697.0	0.454
697.5	0.448
698.0	0.442
698.5	0.441
699.0	0.437
699.5	0.432
700.0	0.429
700.5	0.428
701.0	0.430
701.5	0.426
702.0	0.425
702.5	0.417
703.0	0.408
703.5	0.400
704.0	0.389
704.5	0.392
705.0	0.397
705.5	0.414
706.0	0.425
706.5	0.425
707.0	0.435
707.5	0.436
708.0	0.444
708.5	0.449
709.0	0.450
709.5	0.460
710.0	0.466
710.5	0.462
711.0	0.457
711.5	0.442
712.0	0.430
712.5	0.423
713.0	0.419
713.5	0.422
714.0	0.426
714.5	0.425
715.0	0.421
715.5	0.410
716.0	0.408
716.5	0.408
717.0	0.406
717.5	0.418
718.0	0.435
718.5	0.450
719.0	0.461
719.5	0.464
720.0	0.465
720.5	0.455
721.0	0.446
721.5	0.441
722.0	0.428
722.5	0.422
723.0	0.412
723.5	0.403
724.0	0.401
724.5	0.403
725.0	0.403
725.5	0.406
726.0	0.408
726.5	0.413
727.0	0.418
727.5	0.418
728.0	0.415
728.5	0.414
729.0	0.413
729.5	0.424
730.0	0.438
730.5	0.444
731.0	0.443
731.5	0.444
732.0	0.444
732.5	0.433
733.0	0.431
733.5	0.427
734.0	0.424
734.5	0.431
735.0	0.435
735.5	0.435
736.0	0.434
736.5	0.435
737.0	0.429
737.5	0.428
738.0	0.439
738.5	0.440
739.0	0.434
739.5	0.428
740.0	0.419
740.5	0.426
741.0	0.434
741.5	0.435
742.0	0.438
742.5	0.448
743.0	0.455
743.5	0.460
744.0	0.455
744.5	0.448
745.0	0.446
745.5	0.445
746.0	0.439
746.5	0.426
747.0	0.423
747.5	0.418
748.0	0.409
748.5	0.412
749.0	0.413
749.5	0.420
750.0	0.425
750.5	0.416
751.0	0.411
751.5	0.417
752.0	0.415
752.5	0.420
753.0	0.426
753.5	0.442
754.0	0.456
754.5	0.464
755.0	0.473
755.5	0.477
756.0	0.474
756.5	0.461
757.0	0.451
757.5	0.447
758.0	0.435
758.5	0.425
759.0	0.415
759.5	0.416
760.0	0.420
760.5	0.422
761.0	0.413
761.5	0.402
762.0	0.410
762.5	0.412
763.0	0.413
763.5	0.420
764.0	0.435
764.5	0.447
765.0	0.451
765.5	0.449
766.0	0.445
766.5	0.441
767.0	0.447
767.5	0.456
768.0	0.457
768.5	0.456
769.0	0.460
769.5	0.452
770.0	0.450
770.5	0.436
771.0	0.415
771.5	0.401
772.0	0.406
772.5	0.419
773.0	0.411
773.5	0.408
774.0	0.415
774.5	0.419
775.0	0.424
775.5	0.424
776.0	0.418
776.5	0.424
777.0	0.430
777.5	0.441
778.0	0.430
778.5	0.417
779.0	0.411
779.5	0.396
780.0	0.381
780.5	0.377
781.0	0.378
781.5	0.379
782.0	0.379
782.5	0.386
783.0	0.382
783.5	0.382
784.0	0.395
784.5	0.400
785.0	0.404
785.5	0.416
786.0	0.430
786.5	0.441
787.0	0.446
787.5	0.438
788.0	0.428
788.5	0.424
789.0	0.425
789.5	0.418
790.0	0.417
790.5	0.425
791.0	0.433
791.5	0.437
792.0	0.436
792.5	0.431
793.0	0.437
793.5	0.440
794.0	0.438
794.5	0.438
795.0	0.443
795.5	0.459
796.0	0.457
796.5	0.445
797.0	0.433
797.5	0.431
798.0	0.425
798.5	0.415
799.0	0.402
799.5	0.388
800.0	0.380
800.5	0.395
801.0	0.397
801.5	0.408
802.0	0.427
802.5	0.441
803.0	0.438
803.5	0.438
804.0	0.424
804.5	0.411
805.0	0.403
805.5	0.402
806.0	0.387
806.5	0.391
807.0	0.400
807.5	0.405
808.0	0.409
808.5	0.415
809.0	0.418
809.5	0.428
810.0	0.422
810.5	0.421
811.0	0.410
811.5	0.413
812.0	0.422
812.5	0.428
813.0	0.436
813.5	0.442
814.0	0.445
814.5	0.441
815.0	0.424
815.5	0.424
816.0	0.419
816.5	0.413
817.0	0.414
817.5	0.408
818.0	0.411
818.5	0.409
819.0	0.415
819.5	0.411
820.0	0.402
820.5	0.418
821.0	0.440
821.5	0.453
822.0	0.467
822.5	0.478
823.0	0.494
823.5	0.506
824.0	0.519
824.5	0.519
825.0	0.518
825.5	0.521
826.0	0.512
826.5	0.495
827.0	0.480
827.5	0.469
828.0	0.465
828.5	0.451
829.0	0.432
829.5	0.413
830.0	0.397
830.5	0.386
831.0	0.377
831.5	0.378
832.0	0.391
832.5	0.410
833.0	0.435
833.5	0.447
834.0	0.450
834.5	0.454
835.0	0.457
835.5	0.449
836.0	0.440
836.5	0.424
837.0	0.411
837.5	0.405
838.0	0.411
838.5	0.405
839.0	0.410
839.5	0.422
840.0	0.430
840.5	0.434
841.0	0.431
841.5	0.422
842.0	0.415
842.5	0.399
843.0	0.390
843.5	0.368
844.0	0.364
844.5	0.353
845.0	0.356
845.5	0.362
846.0	0.364
846.5	0.361
847.0	0.368
847.5	0.378
848.0	0.367
848.5	0.358
849.0	0.345
849.5	0.331
850.0	0.330


8 2
5/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.22333	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.59000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	12.016
190.5	12.137
191.0	12.244
191.5	12.385
192.0	12.410
192.5	12.562
193.0	12.365
193.5	12.523
194.0	12.606
194.5	12.633
195.0	12.441
195.5	12.157
196.0	11.983
196.5	11.949
197.0	11.900
197.5	11.796
198.0	11.624
198.5	11.843
199.0	11.686
199.5	11.658
200.0	11.465
200.5	11.285
201.0	11.300
201.5	11.248
202.0	11.056
202.5	10.914
203.0	10.739
203.5	10.539
204.0	10.328
204.5	10.238
205.0	10.108
205.5	9.990
206.0	9.915
206.5	9.799
207.0	9.690
207.5	9.573
208.0	9.437
208.5	9.319
209.0	9.157
209.5	9.016
210.0	8.867
210.5	8.755
211.0	8.610
211.5	8.538
212.0	8.469
212.5	8.366
213.0	8.261
213.5	8.061
214.0	7.977
214.5	7.800
215.0	7.677
215.5	7.636
216.0	7.548
216.5	7.524
217.0	7.430
217.5	7.308
218.0	7.211
218.5	7.136
219.0	7.065
219.5	6.945
220.0	6.900
220.5	6.828
221.0	6.714
221.5	6.646
222.0	6.548
222.5	6.480
223.0	6.413
223.5	6.367
224.0	6.310
224.5	6.277
225.0	6.222
225.5	6.166
226.0	6.100
226.5	6.034
227.0	5.962
227.5	5.891
228.0	5.824
228.5	5.771
229.0	5.722
229.5	5.683
230.0	5.652
230.5	5.618
231.0	5.576
231.5	5.533
232.0	5.474
232.5	5.414
233.0	5.358
233.5	5.291
234.0	5.221
234.5	5.152
235.0	5.097
235.5	5.039
236.0	4.987
236.5	4.938
237.0	4.892
237.5	4.848
238.0	4.802
238.5	4.755
239.0	4.705
239.5	4.655
240.0	4.610
240.5	4.565
241.0	4.526
241.5	4.483
242.0	4.442
242.5	4.409
243.0	4.380
243.5	4.360
244.0	4.334
244.5	4.301
245.0	4.264
245.5	4.228
246.0	4.190
246.5	4.153
247.0	4.122
247.5	4.099
248.0	4.080
248.5	4.064
249.0	4.046
249.5	4.028
250.0	4.003
250.5	3.980
251.0	3.953
251.5	3.924
252.0	3.902
252.5	3.880
253.0	3.871
253.5	3.850
254.0	3.836
254.5	3.822
255.0	3.802
255.5	3.784
256.0	3.763
256.5	3.749
257.0	3.743
257.5	3.734
258.0	3.737
258.5	3.726
259.0	3.720
259.5	3.712
260.0	3.705
260.5	3.703
261.0	3.700
261.5	3.692
262.0	3.678
262.5	3.668
263.0	3.662
263.5	3.651
264.0	3.645
264.5	3.634
265.0	3.629
265.5	3.633
266.0	3.623
266.5	3.610
267.0	3.602
267.5	3.599
268.0	3.592
268.5	3.591
269.0	3.588
269.5	3.580
270.0	3.576
270.5	3.584
271.0	3.572
271.5	3.559
272.0	3.559
272.5	3.556
273.0	3.548
273.5	3.541
274.0	3.535
274.5	3.526
275.0	3.519
275.5	3.511
276.0	3.495
276.5	3.489
277.0	3.489
277.5	3.483
278.0	3.479
278.5	3.473
279.0	3.467
279.5	3.458
280.0	3.452
280.5	3.445
281.0	3.435
281.5	3.427
282.0	3.414
282.5	3.405
283.0	3.393
283.5	3.376
284.0	3.357
284.5	3.338
285.0	3.323
285.5	3.309
286.0	3.288
286.5	3.273
287.0	3.259
287.5	3.249
288.0	3.234
288.5	3.213
289.0	3.191
289.5	3.170
290.0	3.151
290.5	3.130
291.0	3.108
291.5	3.090
292.0	3.073
292.5	3.054
293.0	3.034
293.5	3.011
294.0	2.993
294.5	2.976
295.0	2.962
295.5	2.944
296.0	2.926
296.5	2.907
297.0	2.892
297.5	2.872
298.0	2.858
298.5	2.836
299.0	2.818
299.5	2.803
300.0	2.792
300.5	2.779
301.0	2.762
301.5	2.746
302.0	2.739
302.5	2.730
303.0	2.726
303.5	2.708
304.0	2.694
304.5	2.682
305.0	2.668
305.5	2.647
306.0	2.626
306.5	2.607
307.0	2.589
307.5	2.581
308.0	2.576
308.5	2.561
309.0	2.553
309.5	2.543
310.0	2.534
310.5	2.523
311.0	2.514
311.5	2.498
312.0	2.486
312.5	2.479
313.0	2.466
313.5	2.448
314.0	2.435
314.5	2.422
315.0	2.410
315.5	2.402
316.0	2.392
316.5	2.377
317.0	2.367
317.5	2.356
318.0	2.338
318.5	2.322
319.0	2.313
319.5	2.302
320.0	2.287
320.5	2.273
321.0	2.260
321.5	2.240
322.0	2.224
322.5	2.206
323.0	2.190
323.5	2.177
324.0	2.167
324.5	2.156
325.0	2.140
325.5	2.128
326.0	2.116
326.5	2.102
327.0	2.088
327.5	2.069
328.0	2.060
328.5	2.041
329.0	2.028
329.5	2.013
330.0	1.996
330.5	1.984
331.0	1.970
331.5	1.962
332.0	1.937
332.5	1.920
333.0	1.909
333.5	1.889
334.0	1.870
334.5	1.850
335.0	1.832
335.5	1.814
336.0	1.799
336.5	1.785
337.0	1.760
337.5	1.746
338.0	1.734
338.5	1.717
339.0	1.706
339.5	1.693
340.0	1.682
340.5	1.668
341.0	1.648
341.5	1.631
342.0	1.611
342.5	1.593
343.0	1.578
343.5	1.565
344.0	1.551
344.5	1.543
345.0	1.541
345.5	1.533
346.0	1.522
346.5	1.521
347.0	1.511
347.5	1.496
348.0	1.474
348.5	1.455
349.0	1.431
349.5	1.418
350.0	1.403
350.5	1.387
351.0	1.373
351.5	1.369
352.0	1.360
352.5	1.347
353.0	1.334
353.5	1.325
354.0	1.313
354.5	1.297
355.0	1.281
355.5	1.265
356.0	1.249
356.5	1.236
357.0	1.226
357.5	1.216
358.0	1.209
358.5	1.204
359.0	1.197
359.5	1.187
360.0	1.179
360.5	1.170
361.0	1.157
361.5	1.146
362.0	1.137
362.5	1.129
363.0	1.117
363.5	1.106
364.0	1.098
364.5	1.090
365.0	1.082
365.5	1.068
366.0	1.059
366.5	1.053
367.0	1.040
367.5	1.033
368.0	1.016
368.5	1.011
369.0	1.010
369.5	1.009
370.0	1.007
370.5	1.000
371.0	0.998
371.5	0.988
372.0	0.977
372.5	0.967
373.0	0.950
373.5	0.942
374.0	0.935
374.5	0.926
375.0	0.917
375.5	0.909
376.0	0.910
376.5	0.907
377.0	0.903
377.5	0.901
378.0	0.896
378.5	0.890
379.0	0.885
379.5	0.875
380.0	0.863
380.5	0.853
381.0	0.852
381.5	0.848
382.0	0.845
382.5	0.843
383.0	0.840
383.5	0.836
384.0	0.833
384.5	0.829
385.0	0.818
385.5	0.813
386.0	0.810
386.5	0.808
387.0	0.800
387.5	0.789
388.0	0.782
388.5	0.775
389.0	0.764
389.5	0.764
390.0	0.760
390.5	0.761
391.0	0.760
391.5	0.758
392.0	0.754
392.5	0.751
393.0	0.753
393.5	0.750
394.0	0.747
394.5	0.748
395.0	0.745
395.5	0.739
396.0	0.737
396.5	0.728
397.0	0.723
397.5	0.721
398.0	0.721
398.5	0.722
399.0	0.720
399.5	0.717
400.0	0.709
400.5	0.700
401.0	0.696
401.5	0.687
402.0	0.679
402.5	0.676
403.0	0.673
403.5	0.672
404.0	0.672
404.5	0.670
405.0	0.670
405.5	0.668
406.0	0.665
406.5	0.665
407.0	0.664
407.5	0.663
408.0	0.658
408.5	0.654
409.0	0.649
409.5	0.645
410.0	0.642
410.5	0.636
411.0	0.631
411.5	0.630
412.0	0.632
412.5	0.630
413.0	0.629
413.5	0.630
414.0	0.633
414.5	0.631
415.0	0.625
415.5	0.621
416.0	0.619
416.5	0.619
417.0	0.619
417.5	0.615
418.0	0.613
418.5	0.615
419.0	0.613
419.5	0.607
420.0	0.602
420.5	0.596
421.0	0.594
421.5	0.591
422.0	0.586
422.5	0.582
423.0	0.581
423.5	0.582
424.0	0.580
424.5	0.579
425.0	0.578
425.5	0.574
426.0	0.569
426.5	0.565
427.0	0.557
427.5	0.558
428.0	0.559
428.5	0.557
429.0	0.556
429.5	0.558
430.0	0.557
430.5	0.555
431.0	0.554
431.5	0.556
432.0	0.555
432.5	0.562
433.0	0.561
433.5	0.553
434.0	0.552
434.5	0.552
435.0	0.549
435.5	0.542
436.0	0.541
436.5	0.536
437.0	0.538
437.5	0.538
438.0	0.533
438.5	0.527
439.0	0.529
439.5	0.529
440.0	0.527
440.5	0.523
441.0	0.524
441.5	0.523
442.0	0.528
442.5	0.528
443.0	0.526
443.5	0.528
444.0	0.529
444.5	0.528
445.0	0.527
445.5	0.526
446.0	0.528
446.5	0.530
447.0	0.529
447.5	0.525
448.0	0.519
448.5	0.516
449.0	0.508
449.5	0.503
450.0	0.498
450.5	0.492
451.0	0.492
451.5	0.495
452.0	0.495
452.5	0.494
453.0	0.495
453.5	0.496
454.0	0.496
454.5	0.496
455.0	0.498
455.5	0.494
456.0	0.496
456.5	0.494
457.0	0.489
457.5	0.487
458.0	0.487
458.5	0.483
459.0	0.482
459.5	0.485
460.0	0.490
460.5	0.491
461.0	0.490
461.5	0.488
462.0	0.485
462.5	0.487
463.0	0.486
463.5	0.483
464.0	0.486
464.5	0.486
465.0	0.484
465.5	0.484
466.0	0.479
466.5	0.477
467.0	0.475
467.5	0.472
468.0	0.469
468.5	0.468
469.0	0.471
469.5	0.470
470.0	0.470
470.5	0.471
471.0	0.469
471.5	0.471
472.0	0.472
472.5	0.471
473.0	0.468
473.5	0.465
474.0	0.464
474.5	0.461
475.0	0.458
475.5	0.454
476.0	0.451
476.5	0.456
477.0	0.463
477.5	0.465
478.0	0.459
478.5	0.457
479.0	0.456
479.5	0.456
480.0	0.456
480.5	0.456
481.0	0.447
481.5	0.441
482.0	0.439
482.5	0.433
483.0	0.429
483.5	0.431
484.0	0.433
484.5	0.437
485.0	0.443
485.5	0.446
486.0	0.443
486.5	0.443
487.0	0.439
487.5	0.438
488.0	0.438
488.5	0.438
489.0	0.434
489.5	0.432
490.0	0.430
490.5	0.435
491.0	0.437
491.5	0.443
492.0	0.443
492.5	0.443
493.0	0.441
493.5	0.437
494.0	0.437
494.5	0.434
495.0	0.428
495.5	0.428
496.0	0.422
496.5	0.424
497.0	0.425
497.5	0.422
498.0	0.423
498.5	0.426
499.0	0.430
499.5	0.434
500.0	0.437
500.5	0.441
501.0	0.437
501.5	0.433
502.0	0.428
502.5	0.418
503.0	0.416
503.5	0.416
504.0	0.419
504.5	0.425
505.0	0.429
505.5	0.433
506.0	0.432
506.5	0.429
507.0	0.425
507.5	0.422
508.0	0.425
508.5	0.429
509.0	0.428
509.5	0.427
510.0	0.423
510.5	0.417
511.0	0.413
511.5	0.410
512.0	0.408
512.5	0.410
513.0	0.417
513.5	0.423
514.0	0.419
514.5	0.416
515.0	0.415
515.5	0.410
516.0	0.406
516.5	0.404
517.0	0.401
517.5	0.404
518.0	0.408
518.5	0.408
519.0	0.402
519.5	0.397
520.0	0.395
520.5	0.394
521.0	0.395
521.5	0.400
522.0	0.403
522.5	0.409
523.0	0.411
523.5	0.411
524.0	0.409
524.5	0.406
525.0	0.405
525.5	0.404
526.0	0.408
526.5	0.408
527.0	0.406
527.5	0.405
528.0	0.401
528.5	0.401
529.0	0.401
529.5	0.401
530.0	0.401
530.5	0.402
531.0	0.404
531.5	0.408
532.0	0.407
532.5	0.407
533.0	0.404
533.5	0.406
534.0	0.402
534.5	0.402
535.0	0.398
535.5	0.400
536.0	0.397
536.5	0.401
